gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ch,dvt,lct,lt,ni,re,revt,seq,teq,xt,costat,ggroup
1004,20130531,2012,INDL,C,D,STD,AIR,AAR CORP,USD,2136.9,75.3,11.9,389,1217.4,55,542.4,2167.1,918.6,919.5,,A,2010
1045,20131231,2013,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,42278,1140,0,13806,45009,-1834,-13328,26712,-2731,-2731,,A,2030
1050,20131231,2013,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,348.536,22.661,4.337,59.333,178.13,6.557,10.939,197.317,170.406,170.406,,A,2020
1062,20131130,2013,INDL,C,D,STD,ASA,ASA GOLD AND PRECIOUS METALS,USD,252.142,3.031,3.472,,1.795,-212.673,229.684,4.481,250.347,250.347,,A,4020
1072,20130331,2012,INDL,C,D,STD,AVX,AVX CORP,USD,2601.995,486.724,50.758,330.877,629.065,-64.312,1718.739,1414.4,1972.93,1972.93,,A,4520
1075,20131231,2013,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,13508.686,9.526,244.903,1618.644,9168.226,406.074,1707.22,3454.628,4194.47,4340.46,,A,5510
1076,20131231,2013,INDL,C,D,STD,AAN,AARON'S INC,USD,1827.176,231.091,5.479,,687.213,120.666,1202.155,2234.631,1139.963,1139.963,,A,2550
1078,20131231,2013,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,42953,3475,1002,9507,17686,2576,19967,21848,25171,25267,,A,3510
1094,20130630,2013,INDL,C,D,STD,ACET,ACETO CORP,USD,323.43,33.231,6.057,89.907,128.79,22.328,121.517,499.69,194.64,194.64,,A,2010
1096,20131231,2013,INDL,C,D,STD,MRCBF,MORGUARD CORP,CAD,5452.995,129.361,7.612,739.796,2905.556,286.392,2217.734,516.882,2329.972,2345.51,,A,4040
1104,20131231,2013,INDL,C,D,STD,ACU,ACME UNITED CORP,USD,68.079,11.644,0.986,9.876,33.074,4.003,29.414,89.577,35.005,35.005,,A,2020
1117,20131231,2013,INDL,C,D,STD,RWC,RELM WIRELESS CORP,USD,34.023,7.945,0,2.456,2.603,1.142,-1.405,27.023,31.42,31.42,,A,4520
1119,20131231,2013,INDL,C,D,STD,ADX,ADAMS EXPRESS,USD,,,,,,,,,,,,A,
1121,20131231,2013,INDL,C,D,STD,AE,ADAMS RESOURCES & ENERGY INC,USD,448.082,60.733,2.783,272.169,293.397,21.61,142.57,3945.969,154.685,154.685,,A,1010
1161,20131231,2013,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4337,869,0,1618,3793,-83,-6245,5299,544,544,,A,4530
1166,20131231,2013,INDL,C,D,STD,ASMI,ASM INTERNATIONAL NV,USD,2137.466,430.507,,139.788,143.3,1412.75,,843.656,1994.166,1994.166,,A,4530
1173,20130131,2012,INDL,C,D,STD,AIM,AEROSONIC CORP,USD,23.324,0,0,6.646,11.284,2.522,7.008,31.021,12.04,12.04,,I,2010
1177,20131231,2013,INDL,C,D,STD,AET,AETNA INC,USD,49871.8,1412.3,294.6,12602.9,35793.6,1913.6,9643.3,47284.9,14025.5,14078.2,,A,3510
1186,20131231,2013,INDL,C,D,STD,AEM,AGNICO EAGLE MINES LTD,USD,4959.359,139.101,114.118,210.654,1982.21,-406.526,-354.112,1638.406,2977.149,2977.149,,A,1510
1209,20130930,2013,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,17850.1,450.4,579.6,3227.6,10275.4,994.2,8625.8,10180.4,7042.1,7198.9,,A,1510
1210,20130331,2012,INDL,C,D,STD,AIRT,AIR T INC,USD,36.055,9.197,0.612,7.861,7.931,1.67,21.191,103.064,28.124,28.124,,A,2030
1224,20131231,2013,INDL,C,D,STD,EGN1,ALABAMA GAS CORP,USD,1198.075,3.032,33.322,232.163,813.495,57.399,350.076,533.338,384.58,384.58,,A,5510
1225,20131231,2013,INDL,C,D,STD,SO1,ALABAMA POWER CO,USD,19251,295,683,932,13064,751,2018,5618,6187,6187,,A,5510
1228,20130630,2013,INDL,C,D,STD,ALAN,ALANCO TECHNOLOGIES INC,USD,7.217,0.696,0,0.271,1.793,-0.683,-103.697,0.391,5.424,5.424,,A,5510
1230,20131231,2013,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,5838,80,28,1580,3809,508,1424,4964,2029,2029,,A,2030
1234,20131231,2013,INDL,C,D,STD,ATRI,ATRION CORP,USD,172.066,28.559,4.85,9.364,23.072,26.582,174.362,131.993,148.994,148.994,,A,3510
1254,20131231,2013,INDL,C,D,STD,MATX,MATSON INC,USD,1248.3,114.5,26.8,200.6,910.1,53.7,44.2,1637.2,338.2,338.2,,A,2030
1257,20131231,2013,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1457.724,347.718,56.197,,1124.143,56.915,299.037,196.459,333.581,333.581,,A,4040
1262,20131231,2013,INDL,C,D,STD,AGMJF,ALGOMA CENTRAL CORP,CAD,932.354,216.057,10.557,68.808,371.268,41.923,540.85,491.499,561.086,561.086,,A,2030
1263,20130331,2012,INDL,C,D,STD,0065A,ESSAR STEEL ALGOMA INC,CAD,1877.6,32.5,0,258.6,2177.8,-203.3,-848.8,1865.6,-300.2,-300.2,,A,1510
1266,20130930,2013,INDL,C,D,STD,ALCO,ALICO INC,USD,198.84,24.583,2.626,11.491,56.104,19.646,128.679,101.661,142.736,142.736,,A,3020
1274,20131231,2013,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,23361.088,498.315,0,,16413.567,628.421,3507.057,4907.554,6923.757,6947.521,,A,4030
1300,20131231,2013,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,45435,,1329,14181,27689,3924,21201,39055,17467,17579,,A,2010
1327,20130930,2013,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2333.1,511.1,0,179.7,232,278.1,378,1792,2101.1,2101.1,,A,4530
1356,20131231,2013,INDL,C,D,STD,AA,ALCOA INC,USD,35742,1437,132,6105,22220,-2285,5613,23032,10593,13522,,A,1510
1380,20131231,2013,INDL,C,D,STD,HES,HESS CORP,USD,42754,1814,235,6558,17970,5052,20897,22284,24720,24784,,A,1010
1388,20131231,2013,INDL,C,D,STD,AMR1,AMERICAN AIRLINES INC,USD,25612,829,0,11919,35272,-1526,-15021,25760,-9660,-9660,,A,2030
1393,20130331,2012,INDL,C,D,STD,UHAL,AMERCO,USD,5306.601,463.744,97.421,,4077.342,264.708,1459.95,2558.587,1229.259,1229.259,,A,2030
1408,20131231,2013,INDL,C,D,STD,BEAM,BEAM INC,USD,8584.7,277.2,145.7,706.6,3510.6,362.5,6205.8,2547.3,5074.1,5074.1,,A,3020
1410,20131031,2013,INDL,C,D,STD,ABM,ABM INDUSTRIES INC,USD,2119.236,32.639,32.873,508.524,1201.729,72.9,655.124,4809.281,917.507,917.507,,A,2020
1414,20131231,2013,INDL,C,D,STD,PRI,PRIMERICA INC,USD,10329.95,149.189,25.058,,9107.923,162.725,748.846,1267.448,1222.027,1222.027,,A,4030
1429,20130831,2013,INDL,C,D,STD,2388B,AMERICAN CRYSTAL SUGAR CO,USD,950.985,0.129,26.354,351.405,533.777,42.818,,1603.404,380.627,417.208,,A,3020
1439,20131231,2013,INDL,C,D,STD,ECOL,US ECOLOGY INC,USD,300.556,73.94,9.978,37.172,69.018,32.151,68.812,201.126,231.538,231.538,,A,2020
1440,20131231,2013,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,56414,118,950,6112,40328,1480,6651,15357,16085,16086,,A,5510
1447,20131231,2013,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,153375,19486,967,,133879,5359,7081,34932,19496,19496,,A,4020
1448,20131231,2013,INDL,C,D,STD,AXP1,AMERICAN EXPRESS CREDIT CORP,USD,29926,86,441,,27239,446,2526,1007,2687,2687,,A,4020
1449,20131231,2013,INDL,C,D,STD,AFL,AFLAC INC,USD,121307,2543,660,,106687,3158,19322,23939,14620,14620,,A,4030
1468,20130228,2012,INDL,C,D,STD,AM.1,AMERICAN GREETINGS  -CL A,USD,1583.463,86.059,19.929,368.596,901.586,49.918,1221.263,1872.72,681.877,681.877,,I,2520
1487,20131231,2013,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,541329,2241,294,,440218,9085,29325,67375,100470,101081,,A,4030
1511,20130831,2013,INDL,C,D,STD,TEEE,GOLF ROUNDS.COM INC,USD,0.012,0.001,0,0.033,0.051,-0.11,-3.368,0,-0.039,-0.039,,A,4510
1526,20131231,2013,INDL,C,D,STD,ANAT,AMERICAN NATIONAL INSURANCE,USD,23324.883,117.946,82.831,,19121.552,268.372,4252.533,3119.21,4190.574,4203.331,,A,4030
1533,20130930,2013,INDL,C,D,STD,APFC,AMERICAN PACIFIC CORP,USD,277.307,60.864,0,74.774,165.97,23.232,32.576,215.085,111.337,111.337,,I,1510
1554,20130331,2012,INDL,C,D,STD,ASEI,AMERICAN SCIENCE ENGINEERING,USD,281.449,40.418,16.841,68.488,77.204,17.454,157.467,186.68,204.245,204.245,,A,2010
1562,20130430,2012,INDL,C,D,STD,AMSWA,AMERICAN SOFTWARE  -CL A,USD,113.07,41.164,13.037,28.76,29.826,10.411,5.398,100.467,83.244,83.244,,A,4510
1585,20131231,2013,INDL,C,D,STD,AVD,AMERICAN VANGUARD CORP,USD,447.443,6.68,6.222,110.499,189.648,34.449,201.422,381.021,257.953,257.795,,A,1510
1598,20131231,2013,INDL,C,D,STD,AME,AMETEK INC,USD,5877.902,295.203,58.405,874.545,2741.781,516.999,2900.776,3594.136,3136.121,3136.121,,A,2010
1602,20131231,2013,INDL,C,D,STD,AMGN,AMGEN INC,USD,66125,3805,1521,7947,44029,5081,-7795,18676,22096,22096,,A,3520
1613,20131231,2013,INDL,C,D,STD,AP,AMPCO-PITTSBURGH CORP,USD,502.673,97.91,7.46,86.674,267.678,12.437,98.77,281.05,234.995,234.995,,A,2010
1618,20130430,2012,INDL,C,D,STD,AXR,AMREP CORP,USD,195.856,13.714,0,,123.315,-2.838,52.356,83.001,72.541,72.541,,A,2020
1632,20131031,2013,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,6381.75,392.089,405.955,570.512,1642.174,673.487,3975.855,2633.689,4739.576,4739.576,,A,4530
1633,20130731,2013,INDL,C,D,STD,ALOG,ANALOGIC CORP,USD,587.784,113.033,5.033,90.894,101.388,31.121,371.403,550.363,486.396,486.396,,A,3510
1635,20130630,2013,INDL,C,D,STD,ANEN,ANAREN INC,USD,215.645,44.308,0,15.628,25.907,15.056,157.324,158.374,189.738,189.738,,I,4520
1659,20131231,2013,INDL,C,D,STD,ANDE,ANDERSONS INC,USD,2273.556,309.085,12.111,992.333,1549.135,89.939,527.22,5604.574,701.474,724.421,,A,3010
1661,20131231,2013,INDL,C,D,STD,NBR,NABORS INDUSTRIES LTD,USD,12159.811,389.915,50.168,1311.424,6109.446,142.982,4520.804,6152.015,6038.274,6050.365,,A,1010
1678,20131231,2013,INDL,C,D,STD,APA,APACHE CORP,USD,61637,1906,361,4700,26244,2232,21917,16402,33396,35393,,A,1010
1682,20131231,2013,INDL,C,D,STD,APAGF,APCO OIL AND GAS INTL INC,USD,375.254,48.566,0,37.227,59.796,18.496,305.803,149.023,315.203,315.458,,A,1010
1686,20130228,2012,INDL,C,D,STD,APOG,APOGEE ENTERPRISES INC,USD,520.141,37.767,10.316,122.167,186.823,19.111,204.054,700.224,333.318,333.318,,A,2010
1689,20131231,2013,INDL,C,D,STD,AEP1,APPALACHIAN POWER,USD,11310.648,2.745,285,1085.376,8081.216,193.211,1159.412,3417.406,3229.432,3229.432,,A,5510
1690,20130930,2013,INDL,C,D,STD,AAPL,APPLE INC,USD,207000,14259,10676,43658,83451,37037,103785,170910,123549,123549,,A,4520
1704,20131031,2013,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,12043,1711,469,2443,4955,256,12449,7509,7088,7088,,A,4530
1706,20130831,2013,INDL,C,D,STD,ATU,ACTUANT CORP  -CL A,USD,2119.332,103.986,2.927,321.842,1039.065,30.048,1120.025,1279.742,1080.267,1080.267,,A,2010
1712,20131231,2013,INDL,C,D,STD,ARSD,ARABIAN AMERICAN DEVELOPMENT,USD,143.667,7.608,0,14.288,40.448,19.498,54.483,236.227,102.93,103.219,,A,1510
1718,20130630,2013,INDL,C,D,STD,AOXY,ADVANCED OXYGEN TECHNOLOGY,USD,0.585,0.006,0,0.218,0.312,0.034,-20.704,0.061,0.273,0.273,,A,4040
1722,20131231,2013,INDL,C,D,STD,ADM,ARCHER-DANIELS-MIDLAND CO,USD,43752,3121,501,15658,23558,1342,14020,89804,20156,20194,,A,3020
1742,20131231,2013,INDL,C,D,STD,PNW1,ARIZONA PUBLIC SERVICE CO,USD,13381.377,3.725,244.8,1580.847,8926.503,424.969,1751.026,3451.251,4308.884,4454.874,,A,5510
1743,20131231,2013,INDL,C,D,STD,ABFS,ARKANSAS BEST CORP,USD,1017.326,105.354,3.233,309.617,496.865,15.811,281.823,2299.549,520.461,520.461,,A,2030
1745,20131231,2013,INDL,C,D,STD,ETR1,ENTERGY ARKANSAS,USD,8034.89,4.181,21.873,631.376,6198.822,161.948,1130.777,2190.159,1836.068,1836.068,,A,5510
1773,20131231,2013,INDL,C,D,STD,ARW,ARROW ELECTRONICS INC,USD,12060.883,390.602,0,5301.946,7876.055,399.42,3904.261,21357.285,4180.232,4184.828,,A,4520
1783,20131130,2013,INDL,C,D,STD,ARTW,ARTS WAY MFG INC,USD,32.768,0.208,0.405,7.269,14.474,1.551,15.637,34.227,18.294,18.294,,A,2010
1794,20130930,2013,INDL,C,D,STD,ASH,ASHLAND INC,USD,12088,346,88,1727,7535,683,4046,7813,4553,4553,,A,1510
1820,20130131,2012,INDL,C,D,STD,ALOT,ASTRO-MED INC,USD,79.913,30.999,2.595,13.525,16.076,10.767,36.265,61.224,63.837,63.837,,A,4520
1823,20131231,2013,INDL,C,D,STD,ATRO,ASTRONICS CORP,USD,491.271,54.635,0,85.237,319.762,27.266,130.504,339.937,171.509,171.509,,A,2010
1828,20131231,2013,INDL,C,D,STD,ACLLF,ATCO LTD  -CL I,CAD,16010,743,86,1193,9997,418,2689,4359,2860,6013,,A,5510
1837,20131231,2013,INDL,C,D,STD,GAS,AGL RESOURCES INC,USD,14656,105,222,3122,10980,313,990,4617,3631,3676,,A,5510
1860,20130930,2013,INDL,C,D,STD,ATW,ATWOOD OCEANICS,USD,3657.266,88.77,0,156.872,1449.895,350.224,1959.924,1063.663,2207.371,2207.371,,A,1010
1864,20130131,2012,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,405.33,69.073,0,31.459,131.047,-2.295,322.028,657.737,246.352,274.283,,A,1010
1878,20130131,2012,INDL,C,D,STD,ADSK,AUTODESK INC,USD,4308.4,1612.2,0,1043.7,2265.2,247.4,593.4,2312.2,2043.2,2043.2,,A,4510
1891,20130630,2013,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,32268.1,1699.1,823.8,24732.8,26078.2,1405.8,13035.7,11310.1,6189.9,6189.9,,A,4510
1906,20131231,2013,INDL,C,D,STD,AVHI,A V HOMES INC,USD,466.728,144.727,11.894,,164.994,-9.477,-127.481,143.63,286.101,301.734,,A,4040
1913,20131231,2013,INDL,C,D,STD,AVY,AVERY DENNISON CORP,USD,4610.6,351.6,112,1554.1,3118.4,215.8,1728,6140,1492.2,1492.2,,A,1510
1919,20130630,2013,INDL,C,D,STD,AVT,AVNET INC,USD,10474.68,1009.343,0,4821.444,6185.555,450.073,2831.861,25458.924,4289.125,4289.125,,A,4520
1920,20131231,2013,INDL,C,D,STD,AVP,AVON PRODUCTS,USD,6492.3,1107.9,104.7,2240.5,5364.8,-55.9,3326.3,9955,1110.1,1127.5,,A,3030
1926,20130228,2012,INDL,C,D,STD,AZZ,AZZ INC,USD,694.205,55.598,13.423,118.899,360.271,60.456,290.904,570.594,333.934,333.934,,A,2010
1932,20131231,2013,INDL,C,D,STD,BTI,BRITISH AMER TOBACCO PLC,USD,44552.569,3490.484,4327.471,13981.826,33058.5,6470.49,17039.73,25639.978,10995.192,11494.069,,A,3020
1949,20130930,2013,INDL,C,D,STD,BRT,BRT REALTY TRUST,USD,549.491,60.265,0,,384.233,5.013,-67.578,43.015,138.791,165.258,,A,4040
1951,20130831,2013,INDL,C,D,STD,BSDM,BSD MEDICAL CORP/DE,USD,14.34,9.45,0,2.143,2.196,-8.252,-45.629,3.674,12.144,12.144,,A,3510
1968,20131231,2013,INDL,C,D,STD,BMI,BADGER METER INC,USD,316.058,7.263,9.993,98.041,119.495,24.617,162.794,334.122,196.563,196.563,,A,4520
1976,20131231,2013,INDL,C,D,STD,BHI,BAKER HUGHES INC,USD,27934,1399,267,4578,10022,1096,9934,22364,17713,17912,,A,1010
1979,20131231,2013,INDL,C,D,STD,BCPC,BALCHEM CORP  -CL B,USD,376.872,208.747,7.856,35.753,45.514,44.874,251.825,337.173,331.358,331.358,,A,1510
1982,20131231,2013,INDL,C,D,STD,BWINB,BALDWIN & LYONS  -CL B,USD,1072.27,59.297,14.943,,690.546,36.588,330.493,282.977,381.724,381.724,,A,4030
1988,20131231,2013,INDL,C,D,STD,BLL,BALL CORP,USD,7819.8,416,73.8,1927.4,6428.5,406.8,3673.1,8468.1,1199.9,1391.3,,A,1510
2002,20131231,2013,INDL,C,D,STD,BPOP,POPULAR INC,USD,35749.333,423.211,3.723,,31123.183,599.327,405.685,2128.709,4626.15,4626.15,,A,4010
2005,20131231,2013,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,USD,14084.28,188.715,80.534,,13072.304,150.502,1119.931,584.728,1011.976,1011.976,,A,4010
2019,20131231,2013,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,374310,6460,745,,335776,2111,15084,15326,37521,38304,,A,4020
2025,20131231,2013,INDL,C,D,STD,BRE,BRE PROPERTIES INC,USD,3608.846,8.432,125.855,,1851.911,182.776,-136.638,405.517,1752.184,1752.184,,A,4040
2044,20131231,2013,INDL,C,D,STD,BCR,BARD (C.R.) INC,USD,5041.1,1066.9,66.4,586.5,2952.9,689.8,339.2,3049.5,2088.2,2088.2,,A,3510
2049,20131231,2013,INDL,C,D,STD,B,BARNES GROUP INC,USD,2123.673,70.856,22.422,300.318,982.259,270.527,907.113,1091.566,1141.414,1141.414,,A,2010
2052,20130930,2013,INDL,C,D,STD,BRN,BARNWELL INDUSTRIES,USD,62.714,7.828,0,16.447,40.394,-8.563,18.523,24.563,21.749,22.32,,A,1010
2055,20131231,2013,INDL,C,D,STD,ABX,BARRICK GOLD CORP,USD,37448,2404,508,2884,21447,-10366,-7612,12511,13533,16001,,A,1510
2061,20130630,2013,INDL,C,D,STD,DFZ,BARRY (R G) CORP,USD,130.253,21.806,3.866,19.84,43.076,13.257,52.604,147.013,87.177,87.177,,A,2520
2073,20130331,2012,INDL,C,D,STD,ESTE,EARTHSTONE ENERGY INC,USD,34.68,2.18,0,5.602,14.382,1.78,-2.541,11.378,20.298,20.298,,A,1010
2080,20131130,2013,INDL,C,D,STD,BSET,BASSETT FURNITURE INDS,USD,225.849,12.733,4.565,51.441,68.44,5.096,103.112,321.286,157.409,157.409,,A,2520
2086,20131231,2013,INDL,C,D,STD,BAX,BAXTER INTERNATIONAL INC,USD,25869,2733,1048,5906,17383,2012,9876,15259,8463,8486,,A,3510
2101,20130630,2013,INDL,C,D,STD,AIT,APPLIED INDUSTRIAL TECH INC,USD,1058.706,73.164,37.194,245.9,299.091,118.149,820.941,2462.171,759.615,759.615,,A,2010
2111,20130930,2013,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,12149,1890,386,2130,7106,1293,10827,8054,5043,5043,,A,3510
2124,20131231,2013,INDL,C,D,STD,BELFB,BEL FUSE INC,USD,308.05,62.123,3.098,66.89,79.348,15.908,208.638,349.189,228.702,228.702,,A,4520
2136,20131231,2013,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,274098,53528,5981,27050,178682,11497,4140,120550,38836,95416,,A,5010
2137,20131231,2013,INDL,C,D,STD,BCE,BCE INC,CAD,45384,335,1938,7890,29134,2106,-4628,20400,15011,16250,,A,5010
2154,20131231,2013,INDL,C,D,STD,BMS,BEMIS CO INC,USD,4110.2,141.7,108.4,601.9,2425.4,212.6,1906.4,5029.8,1684.8,1684.8,,A,1510
2176,20131231,2013,INDL,C,D,STD,BRK.B,BERKSHIRE HATHAWAY,USD,484931,48186,0,,260446,19476,187773,182042,221890,224485,,A,4020
2184,20130131,2012,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,16787,1826,222,10810,13072,-441,2973,45085,3061,3715,,A,2550
2220,20131231,2013,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,3388.79,331.551,0,487.472,1202.068,77.79,1946.834,2132.694,2186.722,2186.722,,A,3520
2230,20130531,2012,INDL,C,D,STD,5938B,BIOMET INC,USD,9794.7,355.6,0,564.1,7826.1,-623.4,-3698.9,3052.9,1968.6,1968.6,,A,3510
2240,20130731,2013,INDL,C,D,STD,NIMU,NON INVASIVE MONITOR,USD,0.81,0.296,0,0.758,1.958,-0.507,-23.929,0.109,-1.148,-1.148,,A,3510
2259,20131231,2013,INDL,C,D,STD,BKH,BLACK HILLS CORP,USD,3875.178,7.841,67.587,378.394,2567.43,114.962,522.822,1275.852,1307.748,1307.748,,A,5510
2269,20130430,2012,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,4537.779,1747.584,217.201,2012.205,3274.232,433.948,1343.995,2905.943,1263.547,1263.547,,A,2530
2270,20131231,2013,INDL,C,D,STD,ESV,ENSCO PLC,USD,19472.9,165.6,525.6,1047.3,6674,1418.2,7345.5,4919.8,12791.6,12798.9,,A,1010
2277,20131031,2013,INDL,C,D,STD,BRRE,BLUE RIDGE REAL ESTATE CO,USD,46.042,3.416,0,,17.547,-0.62,9.931,11.3,28.495,28.495,,A,4040
2282,20130430,2012,INDL,C,D,STD,BOBE,BOB EVANS FARMS,USD,1013.837,9.01,30.214,340.884,432.706,-2.862,833.723,1608.909,581.131,581.131,,A,2530
2285,20131231,2013,INDL,C,D,STD,BA,BOEING CO,USD,92663,9088,1642,51486,77666,4585,23070,86623,14875,14997,,A,2010
2295,20130630,2013,INDL,C,D,STD,BOLT,BOLT TECHNOLOGY CORP,USD,83.086,22.816,6.725,8.398,12.377,6.7,40.425,57.842,70.709,70.709,,A,1010
2312,20131231,2013,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,1490.271,275.764,89.107,535.853,570.628,252.195,51.386,4245.895,919.643,919.643,,A,2020
2316,20131231,2013,INDL,C,D,STD,0141A,MOMENTIVE SPCLTY CHEMICALS,USD,2866,379,,861,4948,-633,-2308,4890,-2081,-2082,,A,1510
2337,20131231,2013,INDL,C,D,STD,RFP,RESOLUTE FOREST PRODUCTS INC,USD,5385,322,0,567,2546,-639,-863,4461,2827,2839,,A,1510
2338,20131231,2013,INDL,C,D,STD,REXMY,REXAM PLC,USD,8517.379,349.711,207.175,2040.259,5419.698,157.453,1161.838,6535.128,3097.681,3097.681,,A,1510
2342,20130630,2013,INDL,C,D,STD,BWL.A,BOWL AMERICA INC  -CL A,USD,36.725,3.438,5.126,3.054,5.693,3.155,22.666,23.857,31.032,31.032,,A,2530
2352,20130731,2013,INDL,C,D,STD,BRC,BRADY CORP,USD,1438.683,91.058,39.243,323.497,607.886,-154.535,594.575,1152.109,830.797,830.797,,A,2010
2369,20131231,2013,INDL,C,D,STD,BAM,BROOKFIELD ASSET MANAGEMENT,USD,112745,3663,1432,,64133,2120,14723,20166,20879,47526,,A,4040
2390,20131031,2013,INDL,C,D,STD,BRID,BRIDGFORD FOODS CORP,USD,64.764,8.325,0.458,15.646,31.309,2.916,15.516,129.003,33.455,33.455,,A,3020
2393,20130630,2013,INDL,C,D,STD,BGG,BRIGGS & STRATTON,USD,1447.551,188.445,23.285,274.755,779.613,-33.657,817.989,1862.498,667.938,667.938,,A,2010
2403,20131231,2013,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,38592,3586,2344,12440,23356,2563,30811,16385,15154,15236,,A,3520
2406,20131231,2013,INDL,C,D,STD,CYSTF,CATALYST PAPER CORP,CAD,700.1,12.1,0,121.7,687.2,-127.6,-132,1051.4,12.9,12.9,,A,1510
2408,20131231,2013,INDL,C,D,STD,TU,TELUS CORP,CAD,21566,336,866,3299,13551,1294,2570,11336,8015,8015,,A,5010
2410,20131231,2013,INDL,C,D,STD,BP,BP PLC,USD,305690,22520,5443,72812,175283,23451,133378,379136,129302,130407,,A,1010
2411,20130331,2012,INDL,C,D,STD,BT,BT GROUP PLC,USD,37718.142,1403.833,1039.201,11472.234,38116.199,3173.818,151.93,28327.349,-398.057,-398.057,,A,5010
2435,20130430,2012,INDL,C,D,STD,BF.B,BROWN-FORMAN  -CL B,USD,3626,204,1063,473,1998,591,2289,2849,1628,1628,,A,3020
2436,20130131,2012,INDL,C,D,STD,BWS,BROWN SHOE CO INC,USD,1171.259,68.223,12.011,469.109,745.358,27.491,303.107,2598.065,425.129,425.901,,A,2550
2444,20131231,2013,INDL,C,D,STD,BC,BRUNSWICK CORP,USD,2915.8,356.5,9.1,883.1,1877.4,769.2,861.8,3887.5,1038.4,1038.4,,A,2520
2448,20131231,2013,INDL,C,D,STD,MTRN,MATERION CORP,USD,777.945,22.774,6.583,129.016,314.624,19.707,383.896,1166.882,463.321,463.321,,A,1510
2484,20130131,2012,INDL,C,D,STD,0015B,BURLINGTON COAT FACTORY INVS,USD,2478.082,43.336,0,740.055,2558.351,25.301,-559.841,4165.504,-80.269,-80.269,,A,2550
2485,20130531,2012,INDL,C,D,STD,3CXEE,CHINA XUEFENG ENVIRON ENGR,USD,17.602,16.342,0,2.155,2.155,3.208,3.587,5.426,15.031,15.447,,A,2020
2490,20131231,2013,INDL,C,D,STD,BRK3,BURLINGTON NORTHERN SANTA FE,USD,75030,2225,4000,3851,40418,3793,,22014,34612,34612,,A,2030
2497,20131231,2013,INDL,C,D,STD,MTZ,MASTEC INC,USD,2919.638,22.927,0,825.546,1898.58,140.95,328.579,4324.787,1016.089,1021.058,,A,2010
2504,20131231,2013,INDL,C,D,STD,UIS,UNISYS CORP,USD,2510,639.8,16.2,1024.8,3173.9,108.5,-5115.9,3456.5,-700.5,-663.9,,A,4510
2519,20130430,2012,INDL,C,D,STD,BUKS,BUTLER NATIONAL CORP,USD,43.86,5.148,0,10.131,20.286,-0.148,8.022,50.829,20.92,23.574,,A,2010
2526,20130331,2012,INDL,C,D,STD,CAE,CAE INC,CAD,3878.7,293.2,37.1,1002.8,2744.2,139.4,609.1,2104.5,1102.7,1134.5,,A,2010
2536,20130331,2012,INDL,C,D,STD,ACXM,ACXIOM CORP,USD,1187.706,222.974,0,224.576,568.338,57.607,605.389,1099.359,619.748,619.368,,A,4510
2538,20131231,2013,INDL,C,D,STD,CDI,CDI CORP,USD,405.807,45.479,7.589,103.236,120.633,12.884,264.495,1087.859,284.308,285.174,,A,2020
2547,20131231,2013,INDL,C,D,STD,CI,CIGNA CORP,USD,54336,2795,11,,43659,1476,13156,32380,10567,10581,,A,3510
2556,20130331,2012,INDL,C,D,STD,CSS,CSS INDUSTRIES INC,USD,289.18,87.108,5.731,35.377,40.202,15.227,338.424,364.193,248.978,248.978,,A,2520
2558,20131231,2013,INDL,C,D,STD,CNA,CNA FINANCIAL CORP,USD,57194,195,216,,44543,937,9937,9662,12651,12651,,A,4030
2573,20130930,2013,INDL,C,D,STD,CSPI,CSP INC,USD,47.225,18.619,1.384,15.125,24.19,0.368,11.863,87.619,23.035,23.035,,A,4510
