gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ch,dvt,lct,lt,ni,re,revt,seq,teq,xt,costat,ggroup
183565,20131031,2013,INDL,C,D,STD,CTMMA,CTM MEDIA HOLDINGS INC,USD,35.655,9.341,3.469,8.636,9.095,2.243,-24.741,41.641,25.863,26.56,,A,2540
183570,20130131,2012,INDL,C,D,STD,RUE,RUE21 INC,USD,399.509,43.519,0,152.248,221.198,43.901,153.404,901.886,178.311,178.311,,I,2550
183580,20130630,2013,INDL,C,D,STD,OBAF,OBA FINANCIAL SERVICES INC,USD,381.611,16.006,0,,310.307,1.122,40.593,16.862,71.304,71.304,,A,4010
183581,20131231,2013,INDL,C,D,STD,KAR,KAR AUCTION SERVICES INC,USD,5127.2,191.6,113.3,1434.6,3645.4,67.7,-53.6,2173.3,1481.8,1481.8,,A,2020
183588,20131231,2013,INDL,C,D,STD,GNSZ,GENSPERA INC,USD,3.885,3.587,0,2.625,2.625,-5.302,-32.385,0,1.26,1.26,,A,3520
183590,20131231,2013,INDL,C,D,STD,OTCM,OTC MARKETS GROUP INC,USD,29.978,18.936,,10.3,11.274,5.631,11.971,33.64,18.704,18.704,,A,4020
183591,20130531,2012,INDL,C,D,STD,SKYH,SKY HARVEST ENERGY CORP,USD,0.112,0.103,0,0.389,0.389,-0.266,-7.024,0,-0.277,-0.277,,A,5510
183593,20131231,2013,INDL,C,D,STD,OMER,OMEROS CORP,USD,16.535,1.384,0,11.873,34.919,-39.796,-254.373,1.6,-18.384,-18.384,,A,3520
183603,20131231,2013,INDL,C,D,STD,CLNY,COLONY FINANCIAL INC,USD,2628.552,43.167,117.021,,674.325,101.765,-17.83,184.817,1684.31,1954.227,,A,4040
183606,20131231,2013,INDL,C,D,STD,ARI,APOLLO COMMERCIAL RE FIN INC,USD,907.504,20.096,67.247,,224.548,52.485,-15.058,77.483,682.956,682.956,,A,4040
183613,20130131,2012,INDL,C,D,STD,VRD,SPDR NUVEEN S&P VRDO MUNI BD,USD,,,,,,,,,,,,A,
183640,20131231,2013,INDL,C,D,STD,IRDM,IRIDIUM COMMUNICATIONS INC,USD,2309.796,186.342,7,101.499,1370.301,62.517,138.156,382.649,939.495,939.495,,A,5010
183667,20131231,2013,INDL,C,D,STD,LSTMF,LIGHTSTREAM RESOURCES LTD,CAD,5139.302,0,0,299.116,3206.498,-1384.45,-588.171,1069.614,1932.804,1932.804,,A,1010
183669,20131231,2013,INDL,C,D,STD,IMMVF,IMMUNOVACCINE INC,CAD,5.096,3.536,0,1.231,2.505,-4.681,-34.538,0,2.591,2.591,,A,3520
183683,20130131,2012,INDL,C,D,STD,DLMAF,DOLLARAMA INC,CAD,1453.692,52.566,32.436,133.81,522.202,220.985,406.027,1858.818,931.49,931.49,,A,2550
183684,20131231,2013,INDL,C,D,STD,TMH,TEAM HEALTH HOLDINGS INC,USD,1361.41,32.331,0,418.493,1092.929,87.409,-376.146,4313.848,267.187,268.481,,A,3510
183700,20131231,2013,INDL,C,D,STD,BALT,BALTIC TRADING LTD,USD,557.367,58.193,1.888,8.639,172.264,-11.392,-28.209,35.973,385.103,385.103,,A,2030
183704,20131231,2013,INDL,C,D,STD,VTNR,VERTEX ENERGY INC,USD,64.546,2.679,,16.053,26.21,7.879,17.542,161.967,37.144,38.336,,A,1010
183729,20131130,2013,INDL,C,D,STD,ORGS,ORGENESIS INC,USD,0.114,0.051,0,0.986,2.148,-5.539,-10.674,0,-2.034,-2.034,,A,3520
183731,20130930,2013,INDL,C,D,STD,ICIZF,INNOVATIVE COMPOSITE INTL,CAD,8.118,0.71,0,2.425,4.11,-6.517,-25.83,3.354,3.88,4.008,,A,2010
183736,20131231,2013,INDL,C,D,STD,GNRC,GENERAC HOLDINGS INC,USD,1798.205,150.147,341.945,250.845,1481.134,174.539,-98.718,1485.765,317.071,317.071,,A,2010
183739,20131130,2013,INDL,C,D,STD,IPCI,INTELLIPHARMACEUTICS INTL,USD,4.38,0.761,0,2.791,10.335,-11.495,-41.295,1.527,-5.955,-5.955,,A,3520
183758,20131031,2013,INDL,C,D,STD,GSCPF,PARKIT ENTERPRISE INC,CAD,18.012,0.269,0,20.516,20.516,-3.111,-20.534,7.651,-3.833,-2.504,,A,2020
183772,20130531,2012,INDL,C,D,STD,PRFC,EPCYLON TECHNOLOGIES,USD,0.305,0.181,0,0.769,0.769,-2.092,-6.178,0.035,-0.464,-0.464,,A,4510
183780,20131231,2013,INDL,C,D,STD,TWO,TWO HARBORS INVESTMENT CORP,USD,17173.862,1025.487,427.105,,13318.867,579.039,55.974,601.509,3854.995,3854.995,,A,4040
183791,20131231,2013,INDL,C,D,STD,CVE,CENOVUS ENERGY INC,CAD,25224,2452,732,3779,15278,662,1870,18657,9946,9946,,A,1010
183797,20131231,2013,INDL,C,D,STD,COWN,COWEN GROUP INC,USD,1842,56.768,0,,1248.42,4.647,-182.651,327.246,507.766,507.766,,A,4020
183804,20130930,2013,INDL,C,D,STD,AAINF,ASIABASEMETALS INC,CAD,0.195,0.147,0,0.02,0.02,-0.213,-1.555,0,0.175,0.175,,A,1510
183806,20130831,2013,INDL,C,D,STD,TAS,TASMAN METALS LTD,CAD,13.856,5.601,0,0.645,0.645,-3.481,-16.145,0,13.211,13.211,,A,1510
183816,20131231,2013,INDL,C,D,STD,CROCF,CROCODILE GOLD CORP,CAD,249.802,29.349,0,54.932,143.729,-98.675,-210.279,319.987,106.073,106.073,,A,1510
183822,20131231,2013,INDL,C,D,STD,ARR,ARMOUR RESIDENTIAL REIT INC,USD,15732.517,496.478,306.796,,13831.289,-187.044,-833.618,-475.42,1901.228,1901.228,,A,4040
183825,20130630,2013,INDL,C,D,STD,NITMF,NITINAT MINERALS CORP,CAD,3.82,0.024,0,0.491,0.491,-2.625,-2.764,0,3.329,3.329,,A,1510
183826,20131231,2013,INDL,C,D,STD,STBZ,STATE BANK FINANCIAL CORP,USD,2600.705,8.518,3.84,,2163.522,12.747,141.483,122.727,437.183,437.183,,A,4010
183830,20131231,2013,INDL,C,D,STD,PEB,PEBBLEBROOK HOTEL TRUST,USD,2116.931,55.136,62.772,,641.847,42.918,-68.566,499.46,1473.339,1475.084,,A,4040
183833,20131231,2013,INDL,C,D,STD,TRNO,TERRENO REALTY CORP,USD,645.324,6.989,14.871,,206.489,6.641,0,45.638,438.835,438.835,,A,4040
183850,20131231,2013,INDL,C,D,STD,DHRM,DEHAIER MEDICAL SYSTEMS LTD,USD,42.208,2.593,,3.808,4.529,1.996,22.093,17.167,35.858,37.679,,A,3510
183855,20131231,2013,INDL,C,D,STD,PARXF,PAREX RESOURCES INC,CAD,909.259,60.091,0,178.735,393.297,13.479,52.329,591.9,515.962,515.962,,A,1010
183882,20131031,2013,INDL,C,D,STD,HTRRF,HEATHERDALE RESOURCES LTD,CAD,2.362,0.723,0,0.479,2.373,-19.292,-50.605,0,-0.011,-0.011,,A,1510
183885,20130131,2012,INDL,C,D,STD,0166A,TOYS R US PROPERTY CO II LLC,USD,490.165,27.658,16.84,24.068,754.878,22.529,,119.856,-264.713,-264.713,,A,4040
183901,20130630,2013,INDL,C,D,STD,ECOB,ECO BUILDING PRODUCTS INC,USD,2.179,0.039,0,17.817,17.826,-24.596,-46.035,5.22,-15.647,-15.647,,A,1510
183902,20131231,2013,INDL,C,D,STD,EFC,ELLINGTON FINANCIAL LLC,USD,2975.198,183.489,91.256,,2349.149,78.524,0,85.74,620.401,626.049,,A,4020
183903,20131231,2013,INDL,C,D,STD,CALX,CALIX INC,USD,383.599,82.747,0,90.1,109.676,-17.265,-509.586,382.618,273.923,273.923,,A,4520
183920,20131231,2013,INDL,C,D,STD,AOL,AOL INC,USD,2983.4,207.3,0,548,706.2,92.4,-384,2319.9,2266.9,2267.5,,A,4510
183921,20131231,2013,INDL,C,D,STD,BBLU,BLUE EARTH INC,USD,86.431,8.403,3.189,7.093,7.093,-25.473,-64.328,10.306,79.338,79.338,,A,2020
183932,20130930,2013,INDL,C,D,STD,HGSH,CHINA HGS REAL ESTATE INC,USD,177.828,5.878,0,52.197,78.679,20.792,81.345,63.565,99.149,99.149,,A,4040
183942,20131231,2013,INDL,C,D,STD,ST,SENSATA TECHNOLOGIES HLDG NV,USD,3498.824,317.896,0,318.492,2357.236,188.125,-220.899,1980.732,1141.588,1141.588,,A,2010
183963,20131231,2013,INDL,C,D,STD,CHSP,CHESAPEAKE LODGING TRUST,USD,1554.158,28.713,58.568,,607.601,45.318,-45.406,420.424,946.557,946.557,,A,4040
183964,20131231,2013,INDL,C,D,STD,MFON,MOBIVITY HOLDINGS CORP,USD,7.102,2.572,0,1.085,1.109,-16.759,-48.477,4.094,5.993,5.993,,A,4510
183974,20131231,2013,INDL,C,D,STD,SPSC,SPS COMMERCE INC,USD,223.33,131.294,0,18.915,30.557,1.051,-46.792,104.391,192.773,192.773,,A,4510
183998,20130331,2012,INDL,C,D,STD,STEV,STEVIA CORP,USD,2.194,0.425,0,1.458,1.943,-2.036,-4.359,2.168,0.465,0.251,,A,3020
184009,20131231,2013,INDL,C,D,STD,FNGN,FINANCIAL ENGINES INC,USD,375.681,126.003,9.962,46.306,53.795,29.955,-40.074,238.958,321.886,321.886,,A,4020
184035,20131231,2013,INDL,C,D,STD,SEMG,SEMGROUP CORP,USD,2470.614,79.351,25.429,499.214,1256.751,48.102,-100.426,1427.016,1053.902,1213.863,,A,1010
184040,20131231,2013,INDL,C,D,STD,CIE,COBALT INTL ENERGY INC,USD,3633.673,192.46,0,340.967,1504.527,-589.024,-1516.859,0,2129.146,2129.146,,A,1010
184045,20131231,2013,INDL,C,D,STD,ICPTF,IC POTASH CORP,CAD,71.611,12.657,0,1.466,2.231,-6.403,-25.171,0,69.38,69.38,,A,1510
184046,20131231,2013,INDL,C,D,STD,AVEO,AVEO PHARMACEUTICALS INC,USD,146.346,50.826,0,31.408,76.408,-107.029,-427.291,1.293,69.938,69.938,,A,3520
184057,20131231,2013,INDL,C,D,STD,MERU,MERU NETWORKS INC,USD,62.437,30.938,0,36.122,46.182,-12.366,-265.924,105.747,16.255,16.255,,A,4520
184064,20131231,2013,INDL,C,D,STD,XBKS,XENITH BANKSHARES INC,USD,679.896,24.944,0.084,,592.21,1.986,-2.93,27.329,87.686,87.686,,A,4010
184068,20131231,2013,INDL,C,D,STD,RLOC,REACHLOCAL INC,USD,186.009,79.732,0,103.676,107.641,-2.483,-33.566,514.07,78.368,78.368,,A,2540
184069,20131231,2013,INDL,C,D,STD,XRGYF,XINERGY LTD,CAD,148.25,11.153,0,10.601,253.908,-41.017,-165.087,20.243,-105.658,-105.658,,A,1010
184074,20130630,2013,INDL,C,D,STD,NOTQF,NORTHQUEST LTD,CAD,2.47,2.193,0,0.211,0.211,-5.203,-9.477,0,2.259,2.259,,A,1510
184075,20131231,2013,INDL,C,D,STD,WFREF,LONG RUN EXPLORATION LTD,CAD,1403.344,0,0,104.525,786.367,24.265,-64.066,406.005,616.977,616.977,,A,1010
184077,20131231,2013,INDL,C,D,STD,3MRIC,MRI INTERVENTIONS INC,USD,7.873,3.517,,10.091,14.707,-7.086,,3.931,-6.834,-6.834,,A,3510
184086,20131231,2013,INDL,C,D,STD,ENTCF,ENTREC CORP,CAD,359.787,0.651,0,43.205,180.019,15.813,28.902,212.911,179.768,179.768,,A,2030
184095,20130930,2013,INDL,C,D,STD,VNLEF,VANOIL ENERGY LTD,CAD,31.112,1.569,0,11.273,14.127,-37.01,-45.075,0,16.985,16.985,,A,1010
184096,20130331,2012,INDL,C,D,STD,CGDXF,CANDENTE GOLD CORP,CAD,14.136,0.658,0,0.571,0.571,-1.796,-15.042,0,13.565,13.565,,A,1510
184101,20130630,2013,INDL,C,D,STD,TNAV,TELENAV INC,USD,273.669,25.787,0,44.141,59.205,13.067,96.231,191.8,214.464,214.464,,A,4510
184109,20130630,2013,INDL,C,D,STD,DVOXQ,DYNAVOX INC,USD,34.941,5.101,0,25.655,27.173,-9.53,-24.528,64.953,-0.34,7.768,,A,3510
184116,20131231,2013,INDL,C,D,STD,CTC,IFM INVESTMENTS LTD,USD,121.952,24.053,,60.185,64.54,-13.714,-127.082,144.945,44.89,46.319,,A,4040
184117,20131231,2013,INDL,C,D,STD,AFCB,ATHENS BANCSHARES CORP,USD,294.812,11.119,0.401,,253.704,2.312,24.812,18.885,41.108,41.108,,A,4010
184133,20131231,2013,INDL,C,D,STD,PPSI,PIONEER POWER SOLUTIONS INC,USD,53.861,0.425,0,12.345,23.069,5.27,14.621,88.162,30.792,30.792,,A,2010
184149,20130531,2012,INDL,C,D,STD,NAUH,NATIONAL AMERN UNIV HLDG INC,USD,88.082,11.13,4.075,14.701,37.294,5.446,12.617,129.176,50.917,50.788,,A,2530
184155,20131231,2013,INDL,C,D,STD,DQ,DAQO NEW ENERGY CORP,USD,610.2,7.831,,299.124,472.873,-70.943,-8.968,114.421,137.327,137.327,,A,4530
184157,20130630,2013,INDL,C,D,STD,MSG,MADISON SQUARE GARDEN CO,USD,2732.214,277.913,0,545.894,1253.279,142.382,421.575,1340.818,1478.935,1478.935,,A,2540
184167,20131231,2013,INDL,C,D,STD,FIBK,FIRST INTERSTATE BANCSYSTEM,USD,7564.651,141.663,17.909,,6763.07,86.136,516.046,369.341,801.581,801.581,,A,4010
184168,20131231,2013,INDL,C,D,STD,ARKXF,ARTEK EXPLORATION LTD,CAD,269.335,0,0,86.144,100.335,3.271,-18.679,46.731,169,169,,A,1010
184172,20130930,2013,INDL,C,D,STD,LAN,DECLAN RESOURCES INC,CAD,3.317,0.049,0,1.132,1.132,-4.266,-11.979,0,2.185,2.185,,A,1510
184180,20131231,2013,INDL,C,D,STD,OABC,OMNIAMERICAN BANCORP INC,USD,1391.313,11.498,0,,1184.171,6.427,105.776,64.625,207.142,207.142,,A,4010
184182,20131231,2013,INDL,C,D,STD,JKS,JINKOSOLAR HOLDING CO,USD,1752.849,75.338,,1195.486,1419.068,31.057,9.069,1169.341,331.986,333.781,,A,4530
184185,20130930,2013,INDL,C,D,STD,IFLM,INDEPENDENT FILM DEV CORP,USD,0.003,0.003,0,2.986,2.986,-1.544,-7.383,0,-2.983,-2.983,,A,2540
184208,20131231,2013,INDL,C,D,STD,EVDY,EVERYDAY HEALTH INC,USD,192.282,16.242,0,43.349,123.485,-18.236,-123.694,155.85,68.797,68.797,,A,4510
184227,20130930,2013,INDL,C,D,STD,ACAR,ACTIVECARE INC,USD,12.374,0.224,0.573,12.109,13.165,-25.631,-63.311,11.4,-0.791,-0.791,,A,3510
184237,20130731,2013,INDL,C,D,STD,GRYN,GREEN HYGIENICS HOLDINGS INC,USD,0.004,0.004,0,0.237,0.237,-8.303,-10.542,0,-0.233,-0.233,,A,2540
184241,20131231,2013,INDL,C,D,STD,UNTK,UNITEK GLOBAL SERVICES INC,USD,270.548,1.842,,79.237,259.089,-52.073,-263.815,471.933,11.459,11.459,,A,2010
184254,20131231,2013,INDL,C,D,STD,APO,APOLLO GLOBAL MANAGEMENT LLC,USD,22477.981,2174.707,984.404,,15789.259,659.391,12.687,3733.571,2637.269,6688.722,,A,4020
184256,20131231,2013,INDL,C,D,STD,IRWD,IRONWOOD PHARMACEUTICALS INC,USD,278.962,75.49,0,41.04,240.737,-272.812,-777.826,22.881,38.225,38.225,,A,3520
184258,20131231,2013,INDL,C,D,STD,PLOW,DOUGLAS DYNAMICS INC,USD,364.339,19.864,18.699,36.098,209.018,11.639,19.601,194.32,155.321,155.321,,A,2010
184259,20130630,2013,INDL,C,D,STD,SANW,S&W SEED CO,USD,85.583,11.781,0,30.235,35.526,-2.516,-4.294,37.338,50.057,50.057,,A,3020
184263,20130630,2013,INDL,C,D,STD,QNST,QUINSTREET INC,USD,429.547,90.117,0,66.691,150.652,-67.372,51.995,305.101,278.895,278.895,,A,4510
184265,20130228,2012,INDL,C,D,STD,BGMZF,BARKERVILLE GOLD MINES LTD,CAD,36.684,0.13,0,13.068,15.395,-12.539,-116.47,1.503,21.289,21.289,,A,1510
184281,20130630,2013,INDL,C,D,STD,SCOK,SINOCOKING COAL & COKE CHEM,USD,201.297,0.782,0,68.454,68.454,1.048,124.898,66.686,128.511,132.843,,A,1010
184287,20131231,2013,INDL,C,D,STD,SLRC,SOLAR CAPITAL LTD,USD,1708.442,,89.448,,712.805,75.31,-115.35,163.593,995.637,995.637,,A,4020
184292,20130831,2013,INDL,C,D,STD,CFGMF,CALIFORNIA GOLD MINING INC,CAD,6.435,1.22,0,0.195,0.195,-3.44,-8.177,0,6.24,6.24,,A,1510
184312,20131231,2013,INDL,C,D,STD,VPCO,VAPOR CORP/NV,USD,13.962,6.57,0,2.211,2.211,0.801,-1.38,25.99,11.751,11.751,,A,3020
184321,20131231,2013,INDL,C,D,STD,ACMP,ACCESS MIDSTREAM PARTNERS LP,USD,7917.446,17.229,389.128,306.472,3564.656,336.025,,1073.222,4098.906,4352.79,,A,1010
184323,20130131,2012,INDL,C,D,STD,EXPR,EXPRESS INC,USD,1019.199,256.297,0,312.776,648.037,139.267,331.901,2148.069,371.162,371.162,,A,2550
184352,20131231,2013,INDL,C,D,STD,STNG,SCORPIO TANKERS INC,USD,1646.676,78.845,24.353,60.486,195.953,17.015,-80.283,207.58,1450.723,1450.723,,A,1010
184382,20130430,2012,INDL,C,D,STD,CRCL,CIRCLE STAR ENERGY CORP,USD,3.477,0.125,0,4.463,5.794,-10.813,-22.061,0.813,-2.317,-2.317,,A,1010
184387,20131231,2013,INDL,C,D,STD,PHYS,SPROTT PHYSICAL GOLD TRUST,USD,,,,,,,,,,,,A,
184392,20131231,2013,INDL,C,D,STD,GDOT,GREEN DOT CORP,USD,875.474,423.621,5.36,438.849,473.225,34.04,202.953,573.621,402.249,402.249,,A,4020
184413,20130930,2013,INDL,C,D,STD,BXIOF,BIOX CORP,CAD,87.648,15.909,0,10.265,24.688,-2.841,-107.753,75.246,62.96,62.96,,A,1010
184436,20130930,2013,INDL,C,D,STD,CTCO,CANNABIS THERAPY CORP,USD,0.005,0.005,0,0.044,0.044,-0.012,-0.1,0,-0.039,-0.039,,A,1010
184442,20131231,2013,INDL,C,D,STD,OAS,OASIS PETROLEUM INC,USD,4711.924,91.901,0,466.418,3363.375,227.959,367.892,1141.999,1348.549,1348.549,,A,1010
184449,20131231,2013,INDL,C,D,STD,EXL,EXCEL TRUST INC,USD,1218.821,3.245,43.792,,591.437,19.524,18.11,112.786,615.446,627.384,,A,4040
184453,20131231,2013,INDL,C,D,STD,HTHT,CHINA LODGING GROUP LTD -ADR,USD,856.51,65.652,,231.728,389.392,46.229,82.675,688.608,465.129,467.118,,A,2530
184464,20130331,2012,INDL,C,D,STD,SNWRF,SUNWARD RESOURCES LTD,CAD,55.676,30.36,0,0.594,0.674,-22.36,-60.943,0,55.002,55.002,,A,1510
184465,20131231,2013,INDL,C,D,STD,AMPE,AMPIO PHARMACEUTICALS INC,USD,36.019,26.309,0,2.473,2.804,-24.009,-63.87,0.05,33.077,33.215,,A,3520
184466,20130331,2012,INDL,C,D,STD,LNDT,LIANDI CLEAN TECHNOLOGY INC,USD,216.982,86.416,0,53.584,61.504,23.661,116.883,162.274,155.478,155.478,,A,1010
184487,20131231,2013,INDL,C,D,STD,PTX,PERNIX THERAPEUTICS HOLDINGS,USD,211.386,15.647,0,69.468,100.664,-25.635,-5.202,84.872,110.722,110.722,,A,3520
184498,20131231,2013,INDL,C,D,STD,NSM,NATIONSTAR MORTGAGE HOLDINGS,USD,14026.689,441.902,0,,13036.791,217.054,424.304,2284.205,984.908,989.898,,A,4010
184500,20131231,2013,INDL,C,D,STD,CBOE,CBOE HOLDINGS INC,USD,441.589,221.341,102.2,107.458,157.072,175.999,348.24,572.05,284.517,284.517,,A,4020
184514,20131231,2013,INDL,C,D,STD,BSFT,BROADSOFT INC,USD,391.497,69.866,0,86.215,190.986,-8.874,-54.508,178.493,200.511,200.511,,A,4510
184522,20131031,2013,INDL,C,D,STD,MBIT,MOBILEBITS HOLDINGS CORP,USD,9.12,0,0,5.74,5.74,-21.363,-37.54,1.844,3.38,3.38,,A,4510
184526,20131231,2013,INDL,C,D,STD,PRMW,PRIMO WATER CORP,USD,70.971,0.394,0,14.431,39.415,-10.706,-241.847,91.209,31.556,31.556,,A,3020
184527,20131231,2013,INDL,C,D,STD,OINK,TIANLI AGRITECH INC,USD,54.427,10.088,0,9.88,9.88,-2.044,26.001,33.351,44.109,44.547,,A,3020
184536,20130630,2013,INDL,C,D,STD,5051B,CATALENT PHARMA SOLUTIONS,USD,3056.8,106.4,0,410.3,3467.1,-46.7,-1438.1,1800.3,-410.7,-410.3,,A,3520
184542,20131231,2013,INDL,C,D,STD,GNMK,GENMARK DIAGNOSTICS INC,USD,121.754,35.723,0,10.237,12.586,-33.643,-224.199,27.404,109.168,109.168,,A,3510
184543,20131231,2013,INDL,C,D,STD,LWSCF,LEISUREWORLD SENIOR CARE CP,CAD,977.024,15.623,26.895,89.545,724.538,-9.384,-119.33,353.323,252.486,252.486,,A,3510
184551,20131231,2013,INDL,C,D,STD,MXL,MAXLINEAR INC,USD,124.929,26.45,0,37.158,38.255,-12.733,-71.69,119.646,86.674,86.674,,A,4530
184552,20131231,2013,INDL,C,D,STD,NWHUF,NORTHWEST HEALTHCARE PPTYS,CAD,1314.992,1.905,30.933,,806.348,36.52,109.741,150.926,508.644,508.644,,A,4040
184569,20131231,2013,INDL,C,D,STD,OXF,OXFORD RESOURCE PARTNERS LP,USD,224.355,3.089,0,45.968,235.353,-24.925,,342.267,-15.967,-10.998,,A,1010
184571,20131231,2013,INDL,C,D,STD,ONE,HIGHER ONE HOLDINGS INC,USD,232.383,6.268,0,56.501,159.417,14.128,29.466,211.123,72.966,72.966,,A,4510
184576,20131231,2013,INDL,C,D,STD,ENV,ENVESTNET INC,USD,221.242,49.942,0,53.023,73.47,3.66,-33.617,242.535,147.772,147.772,,A,4510
184582,20131231,2013,INDL,C,D,STD,SECYF,SECURE ENERGY SERVICES INC,CAD,1039.725,12.019,10.82,134.478,375.391,38.963,87.369,1492.54,664.334,664.334,,A,1010
184592,20131231,2013,INDL,C,D,STD,SAJA,SAJAN INC,USD,8.658,1.364,0,5.317,6.16,0.038,-4.88,23.961,2.498,2.498,,A,4510
184603,20131231,2013,INDL,C,D,STD,QLIK,QLIK TECHNOLOGIES INC,USD,467.922,227.693,0,183.399,195.752,-9.979,6.45,470.45,272.17,272.17,,A,4510
184604,20130630,2013,INDL,C,D,STD,AOSL,ALPHA AND OMEGA SEMICONDUCTR,USD,356.321,92.406,0,53.491,74.87,-5.575,115.102,337.436,281.451,281.451,,A,4530
184619,20131231,2013,INDL,C,D,STD,TPCA,TROPICANA ENTERTAINMENT INC,USD,1043.621,356.755,0,107.868,429.496,18.103,13.503,557.667,614.125,614.125,,A,2530
184639,20130630,2013,INDL,C,D,STD,ARX,AEROFLEX HOLDING CORP,USD,1028.954,39.424,0,129.139,806.496,-104.248,-430.341,647.142,222.458,222.458,,A,4520
184651,20131231,2013,INDL,C,D,STD,ATHOF,ATHABASCA OIL CORP,CAD,4342.325,298.995,0,201.41,968.368,-126.138,1253.409,108.709,3373.957,3373.957,,A,1010
184652,20131231,2013,INDL,C,D,STD,CAK,CAMAC ENERGY INC,USD,187.343,0.163,0,20.181,20.248,-15.948,-297.877,7.873,167.095,167.095,,A,1010
184660,20131231,2013,INDL,C,D,STD,KIPS,KIPS BAY MEDICAL INC,USD,6.309,2.316,0,0.455,0.455,-6.06,-35.91,0.13,5.854,5.854,,A,3510
184673,20130331,2012,INDL,C,D,STD,RLD,REALD INC,USD,273.648,31.02,0,62.171,124.459,-9.69,-182.731,215.552,149.963,149.189,,A,4520
184676,20131231,2013,INDL,C,D,STD,IL,INTRALINKS HOLDINGS INC,USD,495.962,50.54,0,82.579,179.861,-15.278,-113.504,234.496,316.101,316.101,,A,4510
184680,20130930,2013,INDL,C,D,STD,KONE,KINGTONE WIRELESSINFO  -ADR,USD,33.581,6.132,0,13.168,13.168,-5.133,-1.834,11.562,20.413,20.413,,A,4510
184683,20130630,2013,INDL,C,D,STD,BCRMF,BACANORA MINERALS LTD,CAD,12.382,3.05,0,0.761,1.055,-0.847,-2.81,0,11.479,11.327,,A,1510
184684,20131231,2013,INDL,C,D,STD,CPGI,CHINA SHENGDA PACKAGING GP,USD,165.039,6.569,0,53.605,53.605,2.744,68.06,134.183,111.135,111.434,,A,1510
184686,20131130,2013,INDL,C,D,STD,SURE,SONORA RESOURCES CORP,USD,4.156,0.019,0,0.285,0.285,-0.83,-3.035,0,3.871,3.871,,A,1510
184688,20131231,2013,INDL,C,D,STD,CLDT,CHATHAM LODGING TRUST,USD,673.924,4.221,18.283,,288.388,2.982,-50.792,124.486,383.369,385.536,,A,4040
184689,20130930,2013,INDL,C,D,STD,GBDC,GOLUB CAPITAL BDC INC,USD,1091.656,16.309,45.394,,433.42,46.52,5.524,83.774,658.236,658.236,,A,4020
184700,20131231,2013,INDL,C,D,STD,FLT,FLEETCOR TECHNOLOGIES INC,USD,3932.235,338.105,0,1908.898,2688.342,284.501,987.772,895.171,1243.893,1243.893,,A,4510
184711,20131231,2013,INDL,C,D,STD,CGOOF,CONTINENTAL GOLD LTD,CAD,316.252,125.012,0,6.148,19.748,-26.921,-120.49,0,296.504,296.504,,A,1510
184715,20131231,2013,INDL,C,D,STD,TNGO,TANGOE INC,USD,198.844,43.182,0,29.495,34.832,4.962,-38.8,188.914,164.012,164.012,,A,4510
184717,20131231,2013,INDL,C,D,STD,AMRS,AMYRIS INC,USD,198.864,,0,37.302,334.712,-235.111,-841.525,41.119,-135.264,-135.848,,A,1010
184725,20131231,2013,INDL,C,D,STD,NXPI,NXP SEMICONDUCTORS NV,USD,6449,670,0,1193,4903,348,-4758,4815,1301,1546,,A,4530
184727,20130831,2013,INDL,C,D,STD,SBOTF,STELLAR BIOTECHNOLOGIES INC,USD,8.513,7.86,0,3.909,11.655,-14.887,-18.555,0.545,-3.142,-3.142,,A,3520
184735,20131231,2013,INDL,C,D,STD,TCRD,THL CREDIT INC,USD,672.891,,43.399,,219.949,42.678,2.865,74.65,452.942,452.942,,A,4020
184742,20131231,2013,INDL,C,D,STD,EOX,EMERALD OIL INC,USD,429.888,144.256,20.279,78.117,94.569,-10.883,-81.053,51.325,335.319,335.319,,A,1010
184743,20131231,2013,INDL,C,D,STD,TXLZF,TESLA EXPLORATION LTD,CAD,141.616,9.728,0,42.251,76.377,1.039,37.861,174.484,65.291,65.239,,A,1010
184744,20131231,2013,INDL,C,D,STD,PNWRF,VALEURA ENERGY INC,CAD,97.273,6.511,0,7.659,21.292,-17.518,-71.54,19.144,75.981,75.981,,A,1010
184748,20131231,2013,INDL,C,D,STD,QUAD,QUAD/GRAPHICS INC,USD,4165.7,13.1,27.9,888.8,2878.1,32.5,553.2,4795.9,1288.9,1287.6,,A,2020
184763,20131031,2013,INDL,C,D,STD,RVRCF,REVOLUTION RESOURCES CORP,CAD,15.636,0.312,0,1.459,2.084,-9.632,-26.123,0,13.552,13.552,,A,1510
184767,20131231,2013,INDL,C,D,STD,BORN,CHINA NEW BORUN CORP -ADR,USD,484.589,86.108,,130.361,220.884,13.137,186.346,372.495,263.705,263.705,,A,3020
184785,20131231,2013,INDL,C,D,STD,TOWR,TOWER INTERNATIONAL INC,USD,1182.993,134.88,0,431.296,1046.124,-20.275,-245.24,2102.019,74.375,136.869,,A,2510
184797,20131231,2013,INDL,C,D,STD,RP,REALPAGE INC,USD,503.213,34.502,0,173.095,188.709,20.692,-65.248,379.739,314.504,314.504,,A,4510
184807,20130131,2012,INDL,C,D,STD,TFM,FRESH MARKET INC,USD,385.369,8.737,0,90.019,187.51,64.133,91.946,1329.131,197.859,197.859,,A,3010
